sku;ad;dal;marka;aile_bugun;aile_yeni;slug_bugun;eski_ek_slug;slug_tr;slug_en;adres_tr;adres_en;uzunluk_tr;not
VRT-17144;Vortice Lineo 100;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-100-17144;;vortice-lineo-100-kanal-tipi-fan-162pa-255m3h;vortice-lineo-100-inline-duct-fan-162pa-255m3h;/tr/urun/vortice-lineo-100-kanal-tipi-fan-162pa-255m3h-p-vrt-17144;/en/products/vortice-lineo-100-inline-duct-fan-162pa-255m3h-p-vrt-17144;45;kural2
VRT-17145;Vortice Lineo 125;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-125-17145;;vortice-lineo-125-kanal-tipi-fan-167pa-365m3h;vortice-lineo-125-inline-duct-fan-167pa-365m3h;/tr/urun/vortice-lineo-125-kanal-tipi-fan-167pa-365m3h-p-vrt-17145;/en/products/vortice-lineo-125-inline-duct-fan-167pa-365m3h-p-vrt-17145;45;kural2
VRT-17146;Vortice Lineo 150;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-150-17146;;vortice-lineo-150-kanal-tipi-fan-265pa-550m3h;vortice-lineo-150-inline-duct-fan-265pa-550m3h;/tr/urun/vortice-lineo-150-kanal-tipi-fan-265pa-550m3h-p-vrt-17146;/en/products/vortice-lineo-150-inline-duct-fan-265pa-550m3h-p-vrt-17146;45;kural2
VRT-17160;Vortice Lineo 100 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-100-quiet-17160;;vortice-lineo-100-quiet-kanal-tipi-fan-147pa-260m3h;vortice-lineo-100-quiet-inline-duct-fan-147pa-260m3h;/tr/urun/vortice-lineo-100-quiet-kanal-tipi-fan-147pa-260m3h-p-vrt-17160;/en/products/vortice-lineo-100-quiet-inline-duct-fan-147pa-260m3h-p-vrt-17160;51;kural2
VRT-17161;Vortice Lineo 125 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-125-quiet-17161;;vortice-lineo-125-quiet-kanal-tipi-fan-137pa-320m3h;vortice-lineo-125-quiet-inline-duct-fan-137pa-320m3h;/tr/urun/vortice-lineo-125-quiet-kanal-tipi-fan-137pa-320m3h-p-vrt-17161;/en/products/vortice-lineo-125-quiet-inline-duct-fan-137pa-320m3h-p-vrt-17161;51;kural2
VRT-17162;Vortice Lineo 150 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-150-quiet-17162;;vortice-lineo-150-quiet-kanal-tipi-fan-211pa-510m3h;vortice-lineo-150-quiet-inline-duct-fan-211pa-510m3h;/tr/urun/vortice-lineo-150-quiet-kanal-tipi-fan-211pa-510m3h-p-vrt-17162;/en/products/vortice-lineo-150-quiet-inline-duct-fan-211pa-510m3h-p-vrt-17162;51;kural2
VRT-17164;Vortice Lineo 200 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-200-quiet-17164;;vortice-lineo-200-quiet-kanal-tipi-fan-284pa-1160m3h;vortice-lineo-200-quiet-inline-duct-fan-284pa-1160m3h;/tr/urun/vortice-lineo-200-quiet-kanal-tipi-fan-284pa-1160m3h-p-vrt-17164;/en/products/vortice-lineo-200-quiet-inline-duct-fan-284pa-1160m3h-p-vrt-17164;52;kural2
VRT-17165;Vortice Lineo 250 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-250-quiet-17165;;vortice-lineo-250-quiet-kanal-tipi-fan-339pa-1550m3h;vortice-lineo-250-quiet-inline-duct-fan-339pa-1550m3h;/tr/urun/vortice-lineo-250-quiet-kanal-tipi-fan-339pa-1550m3h-p-vrt-17165;/en/products/vortice-lineo-250-quiet-inline-duct-fan-339pa-1550m3h-p-vrt-17165;52;kural2
VRT-17166;Vortice Lineo 315 Quiet;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-315-quiet-17166;;vortice-lineo-315-quiet-kanal-tipi-fan-526pa-2890m3h;vortice-lineo-315-quiet-inline-duct-fan-526pa-2890m3h;/tr/urun/vortice-lineo-315-quiet-kanal-tipi-fan-526pa-2890m3h-p-vrt-17166;/en/products/vortice-lineo-315-quiet-inline-duct-fan-526pa-2890m3h-p-vrt-17166;52;kural2
VRT-17170;Vortice Lineo 100 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-100-quiet-es-17170;;vortice-lineo-100-quiet-es-kanal-tipi-fan-243pa-300m3h;vortice-lineo-100-quiet-es-inline-duct-fan-243pa-300m3h;/tr/urun/vortice-lineo-100-quiet-es-kanal-tipi-fan-243pa-300m3h-p-vrt-17170;/en/products/vortice-lineo-100-quiet-es-inline-duct-fan-243pa-300m3h-p-vrt-17170;54;kural2
VRT-17171;Vortice Lineo 125 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-125-quiet-es-17171;;vortice-lineo-125-quiet-es-kanal-tipi-fan-232pa-380m3h;vortice-lineo-125-quiet-es-inline-duct-fan-232pa-380m3h;/tr/urun/vortice-lineo-125-quiet-es-kanal-tipi-fan-232pa-380m3h-p-vrt-17171;/en/products/vortice-lineo-125-quiet-es-inline-duct-fan-232pa-380m3h-p-vrt-17171;54;kural2
VRT-17172;Vortice Lineo 150 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-150-quiet-es-17172;;vortice-lineo-150-quiet-es-kanal-tipi-fan-237pa-515m3h;vortice-lineo-150-quiet-es-inline-duct-fan-237pa-515m3h;/tr/urun/vortice-lineo-150-quiet-es-kanal-tipi-fan-237pa-515m3h-p-vrt-17172;/en/products/vortice-lineo-150-quiet-es-inline-duct-fan-237pa-515m3h-p-vrt-17172;54;kural2
VRT-17174;Vortice Lineo 200 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-200-quiet-es-17174;;vortice-lineo-200-quiet-es-kanal-tipi-fan-330pa-1145m3h;vortice-lineo-200-quiet-es-inline-duct-fan-330pa-1145m3h;/tr/urun/vortice-lineo-200-quiet-es-kanal-tipi-fan-330pa-1145m3h-p-vrt-17174;/en/products/vortice-lineo-200-quiet-es-inline-duct-fan-330pa-1145m3h-p-vrt-17174;55;kural2
VRT-17175;Vortice Lineo 250 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-250-quiet-es-17175;;vortice-lineo-250-quiet-es-kanal-tipi-fan-368pa-1485m3h;vortice-lineo-250-quiet-es-inline-duct-fan-368pa-1485m3h;/tr/urun/vortice-lineo-250-quiet-es-kanal-tipi-fan-368pa-1485m3h-p-vrt-17175;/en/products/vortice-lineo-250-quiet-es-inline-duct-fan-368pa-1485m3h-p-vrt-17175;55;kural2
VRT-17176;Vortice Lineo 315 Quiet ES;duct-fans;vortice;vortice-lineo-quiet;vortice-lineo-quiet-sessiz-kanal-fanlari;vortice-lineo-315-quiet-es-17176;;vortice-lineo-315-quiet-es-kanal-tipi-fan-380pa-2630m3h;vortice-lineo-315-quiet-es-inline-duct-fan-380pa-2630m3h;/tr/urun/vortice-lineo-315-quiet-es-kanal-tipi-fan-380pa-2630m3h-p-vrt-17176;/en/products/vortice-lineo-315-quiet-es-inline-duct-fan-380pa-2630m3h-p-vrt-17176;55;kural2
VRT-17180;Vortice Lineo 200;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-200-17180;;vortice-lineo-200-kanal-tipi-fan-324pa-1060m3h;vortice-lineo-200-inline-duct-fan-324pa-1060m3h;/tr/urun/vortice-lineo-200-kanal-tipi-fan-324pa-1060m3h-p-vrt-17180;/en/products/vortice-lineo-200-inline-duct-fan-324pa-1060m3h-p-vrt-17180;46;kural2
VRT-17181;Vortice Lineo 250;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-250-17181;;vortice-lineo-250-kanal-tipi-fan-520pa-1350m3h;vortice-lineo-250-inline-duct-fan-520pa-1350m3h;/tr/urun/vortice-lineo-250-kanal-tipi-fan-520pa-1350m3h-p-vrt-17181;/en/products/vortice-lineo-250-inline-duct-fan-520pa-1350m3h-p-vrt-17181;46;kural2
VRT-17182;Vortice Lineo 315;duct-fans;vortice;vortice-lineo;vortice-lineo-kanal-fanlari;vortice-lineo-315-17182;;vortice-lineo-315-kanal-tipi-fan-559pa-2590m3h;vortice-lineo-315-inline-duct-fan-559pa-2590m3h;/tr/urun/vortice-lineo-315-kanal-tipi-fan-559pa-2590m3h-p-vrt-17182;/en/products/vortice-lineo-315-inline-duct-fan-559pa-2590m3h-p-vrt-17182;46;kural2
VRT-253080106XN;VORTICENT CMS ATEX 12/5 T4 0,09kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-12-5-t4-0-09kw-253080106xn;;vortice-vorticent-cms-atex-12-5-t4-0-09kw-radyal-fan;vortice-vorticent-cms-atex-12-5-t4-0-09kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-12-5-t4-0-09kw-radyal-fan-p-vrt-253080106xn;/en/products/vortice-vorticent-cms-atex-12-5-t4-0-09kw-centrifugal-fan-p-vrt-253080106xn;52;KELIME>10 specs-bos
VRT-253090106XE;VORTICENT CMS ATEX 14/5 T4 0,09kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-14-5-t4-0-09kw-253090106xe;;vortice-vorticent-cms-atex-14-5-t4-0-09kw-radyal-fan;vortice-vorticent-cms-atex-14-5-t4-0-09kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-14-5-t4-0-09kw-radyal-fan-p-vrt-253090106xe;/en/products/vortice-vorticent-cms-atex-14-5-t4-0-09kw-centrifugal-fan-p-vrt-253090106xe;52;KELIME>10 specs-bos
VRT-253100106XN;VORTICENT CMS ATEX 14/5 T2 0,25kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-14-5-t2-0-25kw-253100106xn;;vortice-vorticent-cms-atex-14-5-t2-0-25kw-radyal-fan;vortice-vorticent-cms-atex-14-5-t2-0-25kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-14-5-t2-0-25kw-radyal-fan-p-vrt-253100106xn;/en/products/vortice-vorticent-cms-atex-14-5-t2-0-25kw-centrifugal-fan-p-vrt-253100106xn;52;KELIME>10 specs-bos
VRT-253110106XN;VORTICENT CMS ATEX 16/6 T2 0,37kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-16-6-t2-0-37kw-253110106xn;;vortice-vorticent-cms-atex-16-6-t2-0-37kw-radyal-fan;vortice-vorticent-cms-atex-16-6-t2-0-37kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-16-6-t2-0-37kw-radyal-fan-p-vrt-253110106xn;/en/products/vortice-vorticent-cms-atex-16-6-t2-0-37kw-centrifugal-fan-p-vrt-253110106xn;52;KELIME>10 specs-bos
VRT-253260106XN;VORTICENT CMS ATEX 22/9 T4 0,37kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-22-9-t4-0-37kw-253260106xn;;vortice-vorticent-cms-atex-22-9-t4-0-37kw-radyal-fan;vortice-vorticent-cms-atex-22-9-t4-0-37kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-22-9-t4-0-37kw-radyal-fan-p-vrt-253260106xn;/en/products/vortice-vorticent-cms-atex-22-9-t4-0-37kw-centrifugal-fan-p-vrt-253260106xn;52;KELIME>10 specs-bos
VRT-253320106XN;VORTICENT CMS ATEX 25/10 T4 0,75kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-25-10-t4-0-75kw-253320106xn;;vortice-vorticent-cms-atex-25-10-t4-0-75kw-radyal-fan;vortice-vorticent-cms-atex-25-10-t4-0-75kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-25-10-t4-0-75kw-radyal-fan-p-vrt-253320106xn;/en/products/vortice-vorticent-cms-atex-25-10-t4-0-75kw-centrifugal-fan-p-vrt-253320106xn;53;KELIME>10 specs-bos
VRT-253410106XN;VORTICENT CMS ATEX 28/11 T4 1,1kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-28-11-t4-1-1kw-253410106xn;;vortice-vorticent-cms-atex-28-11-t4-1-1kw-radyal-fan;vortice-vorticent-cms-atex-28-11-t4-1-1kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-28-11-t4-1-1kw-radyal-fan-p-vrt-253410106xn;/en/products/vortice-vorticent-cms-atex-28-11-t4-1-1kw-centrifugal-fan-p-vrt-253410106xn;52;KELIME>10 specs-bos
VRT-253420106XN;VORTICENT CMS ATEX 31/12 T4 2,2kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-31-12-t4-2-2kw-253420106xn;;vortice-vorticent-cms-atex-31-12-t4-2-2kw-radyal-fan;vortice-vorticent-cms-atex-31-12-t4-2-2kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-31-12-t4-2-2kw-radyal-fan-p-vrt-253420106xn;/en/products/vortice-vorticent-cms-atex-31-12-t4-2-2kw-centrifugal-fan-p-vrt-253420106xn;52;KELIME>10 specs-bos
VRT-253490106XN;VORTICENT CMS ATEX 35/14 T4 4kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-35-14-t4-4kw-253490106xn;;vortice-vorticent-cms-atex-35-14-t4-4kw-radyal-fan;vortice-vorticent-cms-atex-35-14-t4-4kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-35-14-t4-4kw-radyal-fan-p-vrt-253490106xn;/en/products/vortice-vorticent-cms-atex-35-14-t4-4kw-centrifugal-fan-p-vrt-253490106xn;50;specs-bos
VRT-253510106XN;VORTICENT CMS ATEX 40/16 T4 7,5kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-40-16-t4-7-5kw-253510106xn;;vortice-vorticent-cms-atex-40-16-t4-7-5kw-radyal-fan;vortice-vorticent-cms-atex-40-16-t4-7-5kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-40-16-t4-7-5kw-radyal-fan-p-vrt-253510106xn;/en/products/vortice-vorticent-cms-atex-40-16-t4-7-5kw-centrifugal-fan-p-vrt-253510106xn;52;KELIME>10 specs-bos
VRT-253530121XN;VORTICENT CMS ATEX 45/18 T4 11kW;centrifugal-fans;vortice;vortice-vorticent-cms-atex;vortice-vorticent-cms-atex-santrifuj-fanlar;vorticent-cms-atex-45-18-t4-11kw-253530121xn;;vortice-vorticent-cms-atex-45-18-t4-11kw-radyal-fan;vortice-vorticent-cms-atex-45-18-t4-11kw-centrifugal-fan;/tr/urun/vortice-vorticent-cms-atex-45-18-t4-11kw-radyal-fan-p-vrt-253530121xn;/en/products/vortice-vorticent-cms-atex-45-18-t4-11kw-centrifugal-fan-p-vrt-253530121xn;51;specs-bos
VRT-26020;Vortice DEUMIDO NG 10;dehumidifiers;vortice;vortice-deumido-range;vortice-deumido-nem-alma-cihazlari;vortice-deumido-ng-10-26020;;vortice-deumido-ng-10-nem-alma-cihazi-0-26kw;vortice-deumido-ng-10-dehumidifier-0-26kw;/tr/urun/vortice-deumido-ng-10-nem-alma-cihazi-0-26kw-p-vrt-26020;/en/products/vortice-deumido-ng-10-dehumidifier-0-26kw-p-vrt-26020;44;kural2
VRT-26021;Vortice DEUMIDO NG 16;dehumidifiers;vortice;vortice-deumido-range;vortice-deumido-nem-alma-cihazlari;vortice-deumido-ng-16-26021;;vortice-deumido-ng-16-nem-alma-cihazi-0-34kw;vortice-deumido-ng-16-dehumidifier-0-34kw;/tr/urun/vortice-deumido-ng-16-nem-alma-cihazi-0-34kw-p-vrt-26021;/en/products/vortice-deumido-ng-16-dehumidifier-0-34kw-p-vrt-26021;44;kural2
VRT-26022;Vortice DEUMIDO NG 20;dehumidifiers;vortice;vortice-deumido-range;vortice-deumido-nem-alma-cihazlari;vortice-deumido-ng-20-26022;;vortice-deumido-ng-20-nem-alma-cihazi-0-5kw;vortice-deumido-ng-20-dehumidifier-0-5kw;/tr/urun/vortice-deumido-ng-20-nem-alma-cihazi-0-5kw-p-vrt-26022;/en/products/vortice-deumido-ng-20-dehumidifier-0-5kw-p-vrt-26022;43;kural2
VRT-40320;Vortice E 254 M ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-254-m-atex-40320;;vortice-e-254-m-atex-aksiyel-fan-250mm-1145m3h-126pa;vortice-e-254-m-atex-axial-fan-250mm-1145m3h-126pa;/tr/urun/vortice-e-254-m-atex-aksiyel-fan-250mm-1145m3h-126pa-p-vrt-40320;/en/products/vortice-e-254-m-atex-axial-fan-250mm-1145m3h-126pa-p-vrt-40320;52;
VRT-40321;Vortice E 304 M ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-304-m-atex-40321;;vortice-e-304-m-atex-aksiyel-fan-315mm-1700m3h-169pa;vortice-e-304-m-atex-axial-fan-315mm-1700m3h-169pa;/tr/urun/vortice-e-304-m-atex-aksiyel-fan-315mm-1700m3h-169pa-p-vrt-40321;/en/products/vortice-e-304-m-atex-axial-fan-315mm-1700m3h-169pa-p-vrt-40321;52;
VRT-40322;Vortice E 354 M ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-354-m-atex-40322;;vortice-e-354-m-atex-aksiyel-fan-355mm-2600m3h-181pa;vortice-e-354-m-atex-axial-fan-355mm-2600m3h-181pa;/tr/urun/vortice-e-354-m-atex-aksiyel-fan-355mm-2600m3h-181pa-p-vrt-40322;/en/products/vortice-e-354-m-atex-axial-fan-355mm-2600m3h-181pa-p-vrt-40322;52;
VRT-40323;Vortice E 404 M ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-404-m-atex-40323;;vortice-e-404-m-atex-aksiyel-fan-400mm-3610m3h-205pa;vortice-e-404-m-atex-axial-fan-400mm-3610m3h-205pa;/tr/urun/vortice-e-404-m-atex-aksiyel-fan-400mm-3610m3h-205pa-p-vrt-40323;/en/products/vortice-e-404-m-atex-axial-fan-400mm-3610m3h-205pa-p-vrt-40323;52;
VRT-40324;Vortice E 454 M ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-454-m-atex-40324;;vortice-e-454-m-atex-aksiyel-fan-450mm-4690m3h-197pa;vortice-e-454-m-atex-axial-fan-450mm-4690m3h-197pa;/tr/urun/vortice-e-454-m-atex-aksiyel-fan-450mm-4690m3h-197pa-p-vrt-40324;/en/products/vortice-e-454-m-atex-axial-fan-450mm-4690m3h-197pa-p-vrt-40324;52;
VRT-40325;Vortice E 254 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-254-t-atex-40325;;vortice-e-254-t-atex-aksiyel-fan-250mm-1175m3h-130pa;vortice-e-254-t-atex-axial-fan-250mm-1175m3h-130pa;/tr/urun/vortice-e-254-t-atex-aksiyel-fan-250mm-1175m3h-130pa-p-vrt-40325;/en/products/vortice-e-254-t-atex-axial-fan-250mm-1175m3h-130pa-p-vrt-40325;52;
VRT-40326;Vortice E 304 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-304-t-atex-40326;;vortice-e-304-t-atex-aksiyel-fan-315mm-1811m3h-170pa;vortice-e-304-t-atex-axial-fan-315mm-1811m3h-170pa;/tr/urun/vortice-e-304-t-atex-aksiyel-fan-315mm-1811m3h-170pa-p-vrt-40326;/en/products/vortice-e-304-t-atex-axial-fan-315mm-1811m3h-170pa-p-vrt-40326;52;
VRT-40327;Vortice E 354 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-354-t-atex-40327;;vortice-e-354-t-atex-aksiyel-fan-355mm-2548m3h-184pa;vortice-e-354-t-atex-axial-fan-355mm-2548m3h-184pa;/tr/urun/vortice-e-354-t-atex-aksiyel-fan-355mm-2548m3h-184pa-p-vrt-40327;/en/products/vortice-e-354-t-atex-axial-fan-355mm-2548m3h-184pa-p-vrt-40327;52;
VRT-40328;Vortice E 404 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-404-t-atex-40328;;vortice-e-404-t-atex-aksiyel-fan-400mm-3460m3h-182pa;vortice-e-404-t-atex-axial-fan-400mm-3460m3h-182pa;/tr/urun/vortice-e-404-t-atex-aksiyel-fan-400mm-3460m3h-182pa-p-vrt-40328;/en/products/vortice-e-404-t-atex-axial-fan-400mm-3460m3h-182pa-p-vrt-40328;52;
VRT-40329;Vortice E 454 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-454-t-atex-40329;;vortice-e-454-t-atex-aksiyel-fan-450mm-4430m3h-174pa;vortice-e-454-t-atex-axial-fan-450mm-4430m3h-174pa;/tr/urun/vortice-e-454-t-atex-aksiyel-fan-450mm-4430m3h-174pa-p-vrt-40329;/en/products/vortice-e-454-t-atex-axial-fan-450mm-4430m3h-174pa-p-vrt-40329;52;
VRT-40330;Vortice E 504 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-504-t-atex-40330;;vortice-e-504-t-atex-aksiyel-fan-500mm-5100m3h-187pa;vortice-e-504-t-atex-axial-fan-500mm-5100m3h-187pa;/tr/urun/vortice-e-504-t-atex-aksiyel-fan-500mm-5100m3h-187pa-p-vrt-40330;/en/products/vortice-e-504-t-atex-axial-fan-500mm-5100m3h-187pa-p-vrt-40330;52;
VRT-40331;Vortice E 604 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-604-t-atex-40331;;vortice-e-604-t-atex-aksiyel-fan-630mm-6550m3h-180pa;vortice-e-604-t-atex-axial-fan-630mm-6550m3h-180pa;/tr/urun/vortice-e-604-t-atex-aksiyel-fan-630mm-6550m3h-180pa-p-vrt-40331;/en/products/vortice-e-604-t-atex-axial-fan-630mm-6550m3h-180pa-p-vrt-40331;52;
VRT-40332;Vortice E 606 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-606-t-atex-40332;;vortice-e-606-t-atex-aksiyel-fan-630mm-5100m3h-113pa;vortice-e-606-t-atex-axial-fan-630mm-5100m3h-113pa;/tr/urun/vortice-e-606-t-atex-aksiyel-fan-630mm-5100m3h-113pa-p-vrt-40332;/en/products/vortice-e-606-t-atex-axial-fan-630mm-5100m3h-113pa-p-vrt-40332;52;
VRT-40333;Vortice E 506 T ATEX;axial-industrial-fans;vortice;vortice-vort-e-atex;vortice-vort-e-atex-fanlar;vortice-e-506-t-atex-40333;;vortice-e-506-t-atex-aksiyel-fan-500mm-3580m3h-94pa;vortice-e-506-t-atex-axial-fan-500mm-3580m3h-94pa;/tr/urun/vortice-e-506-t-atex-aksiyel-fan-500mm-3580m3h-94pa-p-vrt-40333;/en/products/vortice-e-506-t-atex-axial-fan-500mm-3580m3h-94pa-p-vrt-40333;51;
VRT-40703;Vortice E 354 M;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-e-354-m-40703;;vortice-e-354-m-aksiyel-fan-350mm-1850m3h-45pa;vortice-e-354-m-axial-fan-350mm-1850m3h-45pa;/tr/urun/vortice-e-354-m-aksiyel-fan-350mm-1850m3h-45pa-p-vrt-40703;/en/products/vortice-e-354-m-axial-fan-350mm-1850m3h-45pa-p-vrt-40703;46;
VRT-40903;Vortice E 404 M;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-e-404-m-40903;;vortice-e-404-m-aksiyel-fan-400mm-3150m3h-118pa;vortice-e-404-m-axial-fan-400mm-3150m3h-118pa;/tr/urun/vortice-e-404-m-aksiyel-fan-400mm-3150m3h-118pa-p-vrt-40903;/en/products/vortice-e-404-m-axial-fan-400mm-3150m3h-118pa-p-vrt-40903;47;
VRT-41219;Vortice E 504 M;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-e-504-m-41219;;vortice-e-504-m-aksiyel-fan-500mm-4500m3h-59pa;vortice-e-504-m-axial-fan-500mm-4500m3h-59pa;/tr/urun/vortice-e-504-m-aksiyel-fan-500mm-4500m3h-59pa-p-vrt-41219;/en/products/vortice-e-504-m-axial-fan-500mm-4500m3h-59pa-p-vrt-41219;46;
VRT-41459;Vortice E 604 M;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-e-604-m-41459;;vortice-e-604-m-aksiyel-fan-600mm-7000m3h-80pa;vortice-e-604-m-axial-fan-600mm-7000m3h-80pa;/tr/urun/vortice-e-604-m-aksiyel-fan-600mm-7000m3h-80pa-p-vrt-41459;/en/products/vortice-e-604-m-axial-fan-600mm-7000m3h-80pa-p-vrt-41459;46;
VRT-42259;Vortice A-E 354 T;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-a-e-354-t-42259;;vortice-a-e-354-t-aksiyel-fan-350mm-2980m3h-115pa;vortice-a-e-354-t-axial-fan-350mm-2980m3h-115pa;/tr/urun/vortice-a-e-354-t-aksiyel-fan-350mm-2980m3h-115pa-p-vrt-42259;/en/products/vortice-a-e-354-t-axial-fan-350mm-2980m3h-115pa-p-vrt-42259;49;
VRT-42302;Vortice MP 302 T;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-mp-302-t-42302;;vortice-mp-302-t-aksiyel-fan-300mm-3500m3h-638pa;vortice-mp-302-t-axial-fan-300mm-3500m3h-638pa;/tr/urun/vortice-mp-302-t-aksiyel-fan-300mm-3500m3h-638pa-p-vrt-42302;/en/products/vortice-mp-302-t-axial-fan-300mm-3500m3h-638pa-p-vrt-42302;48;
VRT-42304;Vortice MP 304 T;axial-industrial-fans;vortice;vortice-vort-industrial-ventilation-axial;vortice-aksiyel-endustriyel-fanlar;vortice-mp-304-t-42304;;vortice-mp-304-t-aksiyel-fan-300mm-2040m3h-147pa;vortice-mp-304-t-axial-fan-300mm-2040m3h-147pa;/tr/urun/vortice-mp-304-t-aksiyel-fan-300mm-2040m3h-147pa-p-vrt-42304;/en/products/vortice-mp-304-t-axial-fan-300mm-2040m3h-147pa-p-vrt-42304;48;
